,0.7_4,0.7_24,0.7_72,3.7_4,3.7_24,3.7_72
Rv0475,,,-1.031224502,4.657966958,2.261911136,
Rv0476,,,,2.639594527,,
Rv0477,1.528680562,,,3.155612027,1.910484418,1.288197792
Rv0478,,,,3.212121927,2.249241517,1.737467978
Rv0479c,,,,-1.028123303,-1.397264156,-1.528427802
Rv0480c,,,,,,
Rv0481c,,,-2.193061301,,,-1.586978806
Rv0482,,,,,1.406329956,2.027890215
Rv0483,,,1.60241106,,,1.3005989
Rv0484c,,,-1.127210986,,,
Rv0485,,,,,,2.464512925
Rv0486,,,,,,1.483586827
Rv0487,,-1.199704529,-1.320180646,-1.176379353,-1.444461802,
Rv0488,,,1.769846418,,,3.217039302
Rv0489,,-1.018654958,,,-1.395338794,
Rv0490,,-1.082869668,,,-1.627181448,
Rv0491,,-1.045389257,,-1.920071728,-2.145127772,
Rv0492A,,,,,1.349770495,
Rv0492c,,,,,,
Rv0493c,,,,,1.460440025,
Rv0494,,,,,,
Rv0495c,,-1.205526074,,,-1.772295229,
Rv0496,,-1.249578606,,,,
Rv0497,,-1.17246207,,,,
Rv0498,,-1.057435948,,,-1.407797811,
Rv0499,,-1.793537147,-1.56431123,-1.479068289,-2.068061781,
Rv0500,,,,,-1.158050455,
Rv0500A,,,,,,-1.742458347
Rv0501,,,,1.298781563,,
Rv0502,,,,,,-1.38039635
Rv0503c,,,-1.190259778,,,-2.719260167
Rv0504c,,-1.03066688,,,,-2.10630423
Rv0505c,,-1.90325637,-2.025619553,,-1.55749515,-2.210122927
Rv0506,,-1.404785053,-1.050813647,,-1.91686291,-2.895679533
Rv0507,,-1.445906864,-1.125325603,,-2.181710567,-1.343508216
Rv0508,,-1.24945013,-1.25939175,-1.503306939,-2.049404213,
Rv0509,,-1.088607823,-1.069186148,-1.034347416,-1.165538051,-1.061316587
Rv0510,,,,,,
Rv0511,,-1.011971302,,,,
Rv0512,,-1.505130754,,,,
Rv0513,-1.446868988,-1.981277121,-1.348986348,-1.110190661,,
Rv0514,-1.805823426,-2.18670067,-1.754151439,-1.346199755,-1.033339733,
Rv0515,-1.354091247,-1.731613812,,,-1.36760656,
Rv0516c,,,-1.14450164,2.963796441,2.592672116,
Rv0517,,,,,,
Rv0518,,-1.217059318,-1.079977133,,,
Rv0519c,,,,-1.41749585,-3.630241403,-2.297976349
Rv0522,,-1.573275756,-1.589437859,,-1.385851221,
Rv0523c,,-1.693144968,-1.907722367,,-1.148535286,-2.57133353
Rv0524,,,,,-1.518037442,
Rv0525,,,,-1.129269261,-1.701053547,
Rv0526,,-1.182609781,,-2.045339998,-2.287151737,
Rv0527,-1.788115407,-1.91365212,-1.365283793,-2.906642235,-4.053986614,-1.587118163
Rv0528,-2.49043596,-2.557540538,-1.949026259,-3.828934601,-4.434039951,-1.600861772
Rv0529,-1.713222365,-2.221613688,-1.795674198,-2.32389356,-3.212823517,-2.280704997
Rv0530,,-1.714213425,-1.240646077,,-1.006770239,
Rv0530A,,,-1.429406028,,,
Rv0531,,-1.678217961,,,,
Rv0532,,-1.356304191,,,,
Rv0533c,,,,,,
Rv0534c,,,,,,
Rv0535,,,,,,
Rv0536,,,,,,
Rv0537c,,-1.627756209,-1.74658993,-1.169236975,-1.682621294,
Rv0538,,-1.045735727,,,,
Rv0539,,-1.167703225,,,,
Rv0540,,-1.182513394,-1.025120098,,,
Rv0541c,-1.310062631,-2.072248366,-1.73156495,-2.03604163,-2.672122698,
Rv0542c,,,,-1.599668557,-1.87385313,
Rv0543c,,,,-1.170426224,-1.656944775,
Rv0544c,,,,-1.440656969,-2.175510593,
Rv0545c,,,,-1.397228145,-2.191294808,-1.269821389
Rv0546c,,-1.511695398,-1.097213661,-1.742531055,-3.033838953,-1.431345789
Rv0547c,,-1.161272911,,,,
Rv0548c,,-1.180694664,,,-1.899263506,-1.64003277
Rv0549c,,,,,,
Rv0550c,,,,,,
Rv0551c,,-1.460873027,-1.30548124,,-1.575249857,-1.240228152
Rv0552,,-1.317144906,-1.130319342,,-1.529793733,
Rv0553,,,,,-1.072712809,
Rv0554,,,,,,
Rv0555,,-1.093829995,,-1.429088165,-2.136702134,-1.103786557
Rv0556,,-1.170946356,,-2.077476374,-2.879470482,-1.37816383
Rv0557,,-1.636428088,-1.410876957,,-1.970988624,
Rv0558,,-1.134878511,-1.2556439,,-2.429050943,-1.742287818
Rv0559c,,,,,,-1.606154221
Rv0560c,,-1.081158092,-1.284517024,,-1.255824996,-1.460161192
Rv0561c,,-1.150677391,,,-2.074841201,
Rv0562,,-1.390052087,,-1.921725317,-2.908599986,-1.704620402
Rv0563,,,,-1.076943995,-1.147833964,
Rv0564c,,,-1.059841618,,,-1.890563991
Rv0565c,,-1.412730879,-1.503831966,,-1.084679048,-1.966812891
Rv0566c,,-1.59092439,-1.898387137,,-1.79247177,-2.892492896
Rv0567,,,,,,
Rv0568,,,,,,
Rv0569,,-1.176740375,-1.181426223,,-1.297471234,
Rv0570,,,,,,
Rv0571c,,,,,,
Rv0572c,,-1.86992975,-1.680584568,,,-1.153256617
Rv0573c,,-1.304683699,,,-1.001450125,
Rv0574c,,-2.157594687,-2.335105679,,,
Rv0575c,,-1.480543031,-2.83295247,,,
Rv0576,,-1.163532178,-1.234909734,1.388176158,,1.801606486
Rv0577,,-1.255796849,-1.309147509,,,1.364718563
Rv0578c,,,,1.076738161,,
Rv0579,,,,,,
Rv0580c,,-1.550907512,-2.605666673,,-2.006766732,-2.993556436
Rv0581,,-1.107275671,-1.590747331,,,-1.052571388
Rv0582,,-1.274817316,-1.612809142,,-1.629506583,-1.153321739
Rv0583c,,,,,,-1.081540569
Rv0584,,,,,,1.781152795
Rv0585c,,-1.756160024,-1.873138071,,-2.345551553,-1.398219661
Rv0586,,-1.594324298,-2.786057102,,,
Rv0587,-1.199790596,-1.84463048,-2.453419114,-2.019489603,-1.881499985,
Rv0588,-1.373342563,-1.47232721,-1.805403851,-1.584944532,-1.776628302,
Rv0589,-2.168457139,-1.809690367,-1.901127326,-2.788657456,-3.016253659,
Rv0591,,-1.41572523,,,-2.099210853,3.021858554
Rv0592,,-2.541058633,-2.321266545,,-2.498682518,
Rv0593,,-2.550392792,-2.242982322,,-3.022939711,1.51530719
Rv0594,,,,,,
Rv0595c,,,,,,
Rv0596c,,-1.102273501,-1.355113347,,,-1.306897035
Rv0597c,-2.481918842,-3.251904006,-1.901280255,-3.492800216,-6.04190916,-3.273507339
Rv0598c,,-2.273555504,,,-3.537794826,-2.41402685
Rv0599c,,-2.203020684,,,-3.123578852,-2.68581994
Rv0600c,,-1.47744664,-2.19876941,,-3.040574367,
Rv0601c,,-3.040475156,-1.709447235,,-2.718159686,
Rv0602c,,-1.391212102,-2.017381634,,,
Rv0603,,,,,,2.304267716
Rv0604,,-1.199142594,-1.245995861,1.255209049,,
Rv0605,,-1.354556634,,,-2.286007007,-1.768677146
Rv0607,,,,,-1.163215179,
Rv0608,,-1.193466886,-2.086629897,,,-2.172296456
Rv0609,,,-1.615631484,,,-1.458762808
Rv0609A,,,,,,
Rv0610c,,,,2.021001236,,
Rv0611c,,,,,,-1.052304664
Rv0612,,,,2.244791349,2.595185077,4.016202731
Rv0613c,,-1.009637742,,-1.638995993,-2.055037109,-1.240137631
Rv0614,,-1.587643021,,,,2.098792805
Rv0615,,,,,,
Rv0616A,,,,,,
Rv0617,,,,,,
Rv0618,,,,,-1.157743246,1.028067087
Rv0620,,,,,,5.497592184
Rv0621,,,-1.089069662,,,
Rv0622,,-1.057195907,-1.447658228,,,
Rv0623,,,-1.638250989,,,-2.088981003
Rv0624,,,-1.111632563,,,-1.127000994
Rv0625c,,-1.003456539,-1.134894526,,,
Rv0626,,-1.13098023,,,,
Rv0627,,,,1.60946124,,1.366103694
Rv0628c,,,,,,1.34085975
Rv0629c,,-2.36203223,-2.450022372,,-2.262921189,
Rv0630c,,-2.826669116,-2.773093153,,-3.96005824,-1.231582872
Rv0631c,,,,,,1.660554335
Rv0632c,,-1.002591636,,,-1.39962843,
Rv0633c,,-1.304959042,,,-1.523468266,
Rv0634A,-1.132095354,-1.586950236,-1.330057737,-1.070009635,-1.553697145,-2.506147473
Rv0634B,,,,1.665729226,,
Rv0634c,,-1.497380667,-1.203980256,-1.410603594,-2.634203392,-1.536949836
Rv0635,,,,,,
Rv0636,,,,,,
Rv0637,,,,,,
Rv0638,,,,,1.42552764,
Rv0639,,,,1.13632857,,
Rv0640,,,,1.185118907,,1.106986639
Rv0641,,,,,,
Rv0642c,,,,,,-1.54985983
Rv0643c,,,,,,-1.530398623
Rv0644c,,,,,1.096297746,
Rv0645c,,,,-1.203717228,-1.067526158,
Rv0646c,,,,,,
Rv0647c,,,,,,
Rv0648,,-1.509886109,-1.165366093,,,3.344610242
Rv0649,,-1.066457192,,,3.092503708,3.365933936
Rv0650,,,,,2.727547633,3.24483319
Rv0651,,,1.207053135,2.729976186,2.601055003,1.473755114
Rv0652,,,1.256887815,1.973908306,2.125499001,
Rv0653c,,-1.165790094,,,,
Rv0654,3.170638987,,2.915461585,3.72525715,4.178320575,3.546825666
Rv0655,,-1.514366387,-2.743377372,,,-2.586915805
Rv0656c,,,,,,
Rv0657c,,-1.489470872,-1.025733347,,-1.002908792,
Rv0658c,,,,,-1.462891975,
Rv0659c,,,,,-2.012362656,-1.761879195
Rv0660c,,,,,,-1.535195886
Rv0661c,,-1.738916455,-1.179702972,,,
Rv0662c,,-1.814332838,,,,
Rv0663,,,,,,
Rv0664,,,,,-2.069038358,
Rv0665,,,,-1.253229422,-2.429591301,
Rv0666,,,,,-1.647227772,
Rv0667,,,,,,
Rv0668,,,,-4.171820168,-3.193890907,
Rv0669c,,-1.279804736,-1.007979627,,-1.35546171,-1.936018187
Rv0670,,-1.217482306,-1.050605433,-1.714542097,-2.209790374,
Rv0671,,,,-1.354194652,-1.814828006,
Rv0672,-1.365601191,-1.910553981,-1.688045357,-1.237562748,-2.350544518,
Rv0673,,-1.809535611,-1.706948141,,-1.924153939,
Rv0674,,-1.317757037,-1.346908996,,-1.111199071,
Rv0675,,-1.126718692,-1.169332171,,,
Rv0676c,1.264098544,-1.549499331,-1.859941455,,,-1.26595097
Rv0677c,1.807430756,-1.441314721,-1.630139261,2.491451578,1.446411494,-1.107208452
Rv0678,,,-1.693459262,1.814679316,,-1.009652466
Rv0679c,,-1.659624628,-2.146558864,,-1.117661137,-2.769094451
Rv0680c,,-1.599873118,-1.901434543,,,-2.819279276
Rv0681,,-1.049601968,-1.124625866,,,-1.257881839
Rv0682,,,,,,-1.299398856
Rv0683,,,,,,
Rv0684,,,,,,-1.15034702
Rv0685,,,,-2.471999496,-1.705623492,
Rv0686,,,1.263443213,-1.292987942,,
Rv0687,,,1.213366161,,,2.044856532
Rv0688,,,,,,
Rv0689c,,,4.091112397,,,5.206313729
Rv0690c,,-1.905337464,,,-1.773596773,
Rv0691A,,-3.128239079,-1.38474168,,-1.358837271,-2.130462365
Rv0691c,,-1.421219446,,,-1.049883879,-1.059161275
Rv0692,,-2.873720163,,1.280719026,-1.72606913,-2.355993224
Rv0693,-1.119314679,-3.251197731,-1.273212752,,-2.181181046,-2.054728624
Rv0694,-2.495337286,-3.600647924,-1.790947081,-1.455018554,-3.686915156,-2.437734418
Rv0695,-1.528143143,-2.91095618,-2.389694389,-1.067182986,-2.367439025,-1.619522327
Rv0696,-1.445256723,-2.589657245,-2.844526759,-1.708818479,-3.456058487,-2.475428282
Rv0697,,-1.878756173,-2.585404089,,-2.629940772,-1.408888786
Rv0698,,,,,,
Rv0699,,-1.665750257,,,-1.063377059,
Rv0700,1.361079561,,,1.836470541,1.808174465,
Rv0701,1.03427545,,,1.485325336,1.512814089,
Rv0702,1.056731142,,,1.382954255,1.258075183,
Rv0703,,,,,,
Rv0704,,,,,,
Rv0705,,,,,,
Rv0706,,,,,,
Rv0707,,,,-1.417784865,,
Rv0708,,,,-2.094707156,,
Rv0709,,,,-3.000425684,-1.608333161,
Rv0710,,,,-3.172691234,-1.840348051,
Rv0711,,,,,1.720288443,
Rv0712,,,,,,
Rv0713,,,-1.186127571,,,-1.40481031
Rv0714,1.966982474,,,2.645195062,2.890837575,1.428623568
Rv0715,,,,1.967315991,1.963497635,
Rv0716,,,,1.482941373,1.704961762,
Rv0717,,,,1.346866832,,
Rv0718,,,,,,
Rv0719,,,,,,
Rv0720,,,,,,1.152646581
Rv0721,,,,,,
Rv0722,,,,,,
Rv0723,,,,-1.322556316,,
Rv0724,,,,,,
Rv0725c,,,1.678797594,,,1.76465553
Rv0726c,,,,,,
Rv0727c,,-1.076359173,-1.104214937,,,
Rv0728c,,-1.023728769,-1.275919746,,,
Rv0729,,,,,,2.542094293
Rv0730,,,,,,
Rv0731c,,,,,,
Rv0732,,,,-1.069367492,-1.193120725,-1.203407879
Rv0733,,,,-1.64781368,-1.163080057,-1.075684024
Rv0734,,,,-1.442735212,-1.378044744,-1.245595319
Rv0735,,,1.492558844,,,1.770167483
Rv0736,,,,,1.578261082,2.311383557
Rv0737,,,,,,2.784420999
Rv0738,,-1.104872303,-1.949589838,,,
Rv0739,,,,,1.126775213,1.349892884
Rv0740,,-1.084243304,-1.094013146,,,
Rv0742,,-1.01865382,,,,
Rv0743c,,,,1.348737725,,1.569751472
Rv0744c,,,-1.026429441,1.144855624,,
Rv0745,,,,,,5.166892065
Rv0746,,-1.305143009,,,,
Rv0747,,,,,2.54849583,2.469522516
Rv0748,,-1.611416923,-1.381526931,,,
Rv0749,,-1.171637208,,,,
Rv0749A,,,,,,
Rv0750,,,,1.202446685,,
Rv0751c,,,,,,
Rv0752c,,,-1.223636859,,,
Rv0753c,,,-1.596817256,,,
Rv0754,,-1.247969492,-1.254896915,,,
Rv0755c,,-1.183099685,-1.207866064,,,
Rv0756c,,,,1.043043052,,
Rv0757,,-1.221394798,-1.36922664,,,-1.785928243
Rv0758,,,,,,
Rv0759c,,,,,,-1.31316682
Rv0760c,,,,,,-2.22680331
Rv0761c,,,,,,-2.044574919
Rv0762c,,-1.415608266,-1.275017623,,-2.270266519,
Rv0763c,-1.037116576,-1.499446527,-1.175881519,-1.457100332,-3.675137898,
Rv0764c,-1.061522708,-1.58503882,-1.209611545,-2.003429318,-4.051158217,
Rv0765c,,-1.251483316,-1.082639107,-1.273857711,-3.870192656,
Rv0766c,,,,,-1.153194092,
Rv0767c,,-1.054513464,,,,
Rv0768,,-1.033966658,,,,
Rv0769,,-1.278324307,-1.163779323,,-1.505011332,
Rv0770,,,,,-1.475977687,
Rv0771,,-1.120522607,-1.150796767,,-1.652610653,
Rv0772,,,,,,
Rv0773c,-1.010663029,-1.576615264,-1.233258072,-2.847887095,-3.884041756,-2.286787431
Rv0774c,,-1.192370978,-1.178730179,-1.122022891,-2.130489202,-1.802410782
Rv0775,,,,,,
Rv0776c,,,,,-1.096471273,
Rv0777,,-1.209416696,-1.076856037,-1.377319169,-2.705759204,-1.581515478
Rv0778,,-1.646148873,-1.242606509,-2.100371161,-3.943882985,-1.662193492
Rv0779c,,-1.44447889,,,,2.208074782
Rv0780,,-1.128854669,,,-2.229037864,-1.643441343
Rv0783c,,-1.662708462,-1.292995451,-1.061740479,-2.257263748,-1.653706183
Rv0784,,,,,,
Rv0785,,-1.521748113,,,-2.020724954,
Rv0786c,,-1.526835055,-1.188461936,,-1.6513357,
Rv0787,,,,,,
Rv0787A,,-1.217242704,,,-1.077030114,
Rv0788,,,,,-1.425290608,
Rv0789c,,-1.225630253,-2.451807647,,,-1.706653765
Rv0790c,,-1.274727622,-1.396687276,,-1.336494012,
Rv0791c,,-1.340306257,-1.635052033,,,
Rv0792c,,-1.267629402,-1.732662756,,,
Rv0793,,,,,2.015906908,2.705511304
Rv0794c,,,,,,
Rv0797,,,,,,
Rv0798c,-1.789677628,-1.843380791,-1.668930019,-4.183450605,-5.058732807,-2.412146745
Rv0799c,-1.387283246,-2.088046626,-1.924393124,-2.738051331,-4.546852439,-1.852113806
Rv0800,,-1.565053451,-1.3824828,-1.130616514,-2.626922557,
Rv0801,,-1.918387298,-2.335642289,-1.378990183,-3.253406308,-2.647380094
Rv0802c,,,,,,
Rv0803,,-1.003420908,,-1.842176172,-2.884655114,
Rv0804,,,,-1.251462616,-2.624564597,-1.305095883
Rv0805,,,,,,
Rv0806c,,,,,,
Rv0807,,,-1.373724793,,,1.819623877
Rv0808,,-1.116468757,-1.208754755,,,
Rv0809,-1.186466207,-1.453784853,-1.461376677,-1.783208869,-2.577210415,-1.756188738
Rv0810c,,,,,,
Rv0811c,,-1.055996511,,,,1.892640121
Rv0812,,-1.746397154,-1.429301302,,-1.365018363,-1.196125444
Rv0813c,,,1.119276152,1.450887893,1.937209856,2.491402145
Rv0814c,,,,,,
Rv0815c,,,,,,1.250942831
Rv0816c,,,,,,
Rv0817c,,,,,,
Rv0818,,,,,,
Rv0819,,-1.699208249,-1.077692345,,,
Rv0820,-1.91347625,-2.697077927,-2.223910471,-1.885966929,-2.343475653,
Rv0821c,,,-1.045523763,,,-1.64412656
Rv0822c,,-1.646160296,-1.485937478,,,
Rv0823c,,,-1.277759026,,-1.425930462,
Rv0824c,,,-1.393773046,,-1.348571415,-2.318147395
Rv0825c,,,-1.399852457,,,
Rv0826,,,,,,1.316924609
Rv0827c,,-2.538335937,-2.447723119,,-1.143650333,
Rv0828c,,,,,,3.085512038
Rv0830,,,,1.275889817,,
Rv0831c,,-1.198812855,,,-2.026197858,-2.137875812
Rv0832,,,,1.264647942,1.394180752,2.449392362
Rv0833,,-1.189039626,,,2.166328999,
Rv0834c,,,,1.995626705,2.093187871,1.770306039
Rv0835,,-1.523466958,-1.526515465,,,
Rv0836c,,-1.263244746,,,-1.191306622,2.366149161
Rv0837c,,-1.646981655,-1.283417193,,,
Rv0838,,,,,,
Rv0839,,,,,1.422963208,
Rv0840c,,,,,,3.89132325
Rv0841,,,,,,
Rv0842,,,,,,1.504991636
Rv0843,,,,,,1.698460418
Rv0844c,,-1.146276728,-1.115132595,,,
Rv0845,,-1.093497933,,,-1.738268585,
Rv0846c,,-1.322383256,,1.134833572,,2.330673511
Rv0847,,-1.128174771,1.292833583,2.119757956,1.985086518,3.887682951
Rv0848,,,,1.144279292,,3.376691353
Rv0849,,,1.587919277,,,4.108942171
Rv0851c,,,-1.14129281,,,-1.09402449
Rv0852,,,-1.408368161,,,
Rv0853c,,,-1.371091359,,-1.42329449,-1.286740998
Rv0854,,-1.639285953,-2.300619036,,,
Rv0855,,-1.438767043,-1.441088053,,,
Rv0856,-1.7928339,-2.317620786,-1.944831389,-1.58795408,-3.354973051,-1.408043674
Rv0857,-1.067918828,-1.930707267,-1.793774966,-1.033835797,-1.180417982,
Rv0858c,,-1.246206885,-1.729330279,,-1.349186969,-1.944125716
Rv0859,1.180878298,-1.434364162,-2.665417032,1.842856777,,-1.405313652
Rv0860,,,-1.909771767,1.078301564,,-1.346928094
Rv0861c,-1.452932179,-2.226317517,-1.670429826,-2.013689874,-2.988966322,
Rv0862c,,-2.509794442,-2.076744906,-1.671325682,-2.023615832,
Rv0863,,-1.69040072,-1.376772055,,-1.686189335,-1.674363341
Rv0864,,-1.513928312,-1.016423805,-1.325521644,-1.731066114,
Rv0865,,-1.250385797,,,-1.574437247,
Rv0866,,-1.81566502,-1.173768753,-1.050803273,-1.253864273,
Rv0867c,,,2.186114992,1.257540017,1.132306385,2.26378664
Rv0868c,,-1.168205301,-1.41018499,-1.497009404,-2.455996659,-1.455375838
Rv0869c,,,-1.132275769,,,
Rv0870c,,,,,,-1.048149514
Rv0871,,,,1.480512351,1.522850598,1.124922767
Rv0872c,,,-1.085319234,,,
Rv0873,,-1.537758451,-1.282052923,,,-1.075343142
Rv0874c,,,,,,
Rv0875c,,,-1.013255821,-1.937382931,-2.924732837,-1.653537352
Rv0876c,,-1.247504741,-1.387354395,-1.253571638,-2.361784523,-1.790337491
Rv0877,,,-1.397976705,,,
Rv0878c,,-1.66025126,-1.099627363,,-1.087728943,
Rv0879c,,-2.246948653,-2.263429011,,-1.68580718,-1.489771567
Rv0880,,,,,,
Rv0881,,,,,,
Rv0882,,,,,,
Rv0883c,,-1.30701538,-1.211137604,,-1.09819213,-1.410179439
Rv0884c,,,,,,
Rv0885,,,-1.684031437,2.746392652,2.859113008,
Rv0886,,,-1.213052088,,3.070063194,
Rv0887c,,-1.111241122,,,,
Rv0888,,-2.257822407,-2.232381949,,-1.612561519,-2.46965832
Rv0889c,,,-1.124514908,,-1.150818365,
Rv0890c,-1.773921945,-2.178508135,-1.689910162,-2.484346388,-4.713524026,-1.384198711
Rv0891c,,-1.231184993,,,-1.298318305,
Rv0892,,-1.577038489,,-1.222208408,-2.576298868,
Rv0893c,,-1.724710498,,-1.510167698,-3.346527002,-2.094359433
Rv0894,,-1.309631249,,,-1.132610087,2.23181177
Rv0895,,-1.738272754,,,-1.504105846,1.133180798
Rv0896,,-1.92850375,-1.979158448,-1.33835025,-2.543424588,-3.085515556
Rv0897c,,-1.50114624,-1.266346691,,-1.355175086,
Rv0898c,,-1.091857001,,,,
Rv0899,,-1.309410991,-1.242083209,,,
Rv0900,,-1.375906609,-1.147260736,,,
Rv0901,,-1.267746909,-1.165140001,,,
Rv0902c,,,,,-1.721284745,
Rv0903c,,-1.160432544,-1.191053724,,-1.945032578,-1.49529538
Rv0904c,,,,,,1.233040996
Rv0905,,,,,,
Rv0906,,,,,-1.115032665,
Rv0907,,-1.175999575,,-2.177427923,-2.735088328,
Rv0908,-1.68727657,-1.994828001,-1.270498992,-2.930828256,-4.447004474,-1.456443954
Rv0909,,,,,,-2.037327188
Rv0910,,-1.337834764,-1.641973995,,-1.703585168,-2.220919115
Rv0911,,-1.619816019,-1.912272574,,-1.448399355,-1.509393556
Rv0912,,-1.882484296,-1.663898499,,-2.845533105,-2.065028638
Rv0913c,-1.229437712,-2.433550231,-2.400293909,-2.347817862,-4.815747664,-3.424938533
Rv0914c,,-1.77803327,-2.119932752,,-1.094812024,-2.642608857
Rv0915c,,-1.262986377,,,,
Rv0916c,,-1.171315098,-1.147307882,,,
Rv0917,,,,,,
Rv0918,,,-1.060841196,1.445150911,1.044689049,
Rv0919,,,,,,
Rv0920c,,,,,,
Rv0921,,-1.028819868,,,,
Rv0922,,-1.172870206,,,-1.663939884,
Rv0923c,,-1.558595885,-1.643807022,-1.257662665,-1.799703077,-1.6311433
Rv0924c,,,,,-1.269405958,-1.403722319
Rv0925c,,-1.682287134,-1.717420778,,-1.814171974,-2.797593197
Rv0926c,,-1.267146585,-1.083280802,,-2.308010067,-1.664433272
Rv0927c,,-1.777097127,-1.525158453,,-1.714214281,
Rv0928,,-1.360829951,,,-1.391148994,-1.359450303
Rv0929,,-1.377642121,,-1.361967125,-2.782138459,-1.909987198
Rv0930,,-1.332976648,,,-1.864441886,-1.810426574
Rv0931c,-1.829192714,-2.190960738,-1.828780296,-2.660583743,-3.611510727,-1.580057499
Rv0932c,-1.257786124,-1.843191609,-1.436369446,-1.188023847,-1.760518322,
Rv0933,,-1.798417749,-1.93857417,-1.778068816,-2.476802845,-1.589265613
Rv0934,-1.199886373,-1.582599178,-1.681634238,-3.266852645,-3.627515776,-2.521563528
Rv0935,-1.75245073,-2.123519962,-2.240036943,-3.42463621,-4.021005904,-2.674803954
Rv0936,-2.350890449,-2.882447111,-2.906810783,-2.675516417,-4.530061947,-2.714909108
Rv0937c,-1.554267595,-2.234016467,-2.273736862,-1.627656011,-3.400592604,-2.910210028
Rv0938,-1.571223213,-2.118701985,-2.13185039,-2.268884266,-4.159748617,-2.345667656
Rv0939,,-1.562676441,-1.496998598,,-2.212740002,-1.724562347
Rv0940c,,-1.488422473,-1.723536199,,,-1.497175657
Rv0941c,,-1.01142963,-1.967533128,,,-2.090106584
Rv0942,,,-1.552278676,,,
Rv0943c,,,,,,
Rv0944,,-1.56208267,,,,
Rv0945,,-2.207311127,-1.726863877,-1.505747962,-2.885351013,-1.44922118
Rv0946c,,,-1.016459262,,-1.271735035,-1.512831434
Rv0947c,,,,,,
Rv0948c,,-1.236332502,-1.065086353,,-1.356681507,-2.381380858
Rv0949,-1.066662294,-2.083334901,-1.762928475,-2.116942968,-4.073215032,-2.58479011
Rv0950c,,-1.069716702,-1.68334023,,,
Rv0951,,,,,,
Rv0952,,,,,,
Rv0953c,,,,,,
Rv0954,,,,,,-1.810856088
Rv0955,,,,,,-1.087222446
Rv0956,,-1.007998754,,,-1.663430763,
Rv0957,,,,-1.510509484,-1.67687008,
Rv0958,,,,-1.287816828,-1.578006052,
Rv0959,,-1.26474998,-1.080968177,-1.376581286,-2.302012394,
Rv0959A,,,,,-1.284221085,-2.448789184
Rv0960,,,,,-1.920986985,-2.281519585
Rv0961,-1.01775443,-1.114940457,-1.320065937,,-1.459832258,-2.099990333
Rv0962c,,,,,,
Rv0963c,,,,,,
Rv0964c,,,,,,
Rv0965c,,-1.659725653,-1.497831256,-1.225300001,-2.012407201,-2.051478835
Rv0966c,,-1.872123542,-1.937541736,-1.313090967,-2.29090069,-2.352439344
Rv0967,,-1.146356731,-1.723734272,,,-1.546160844
Rv0968,,-1.111567756,-1.50217025,1.570658863,,
Rv0969,,-1.067624984,-1.160502713,,,
Rv0970,,,,,,
Rv0971c,,,,,1.012841344,
Rv0972c,-1.311076852,-1.814339298,-2.043819219,-2.021095155,-2.558989039,-1.285791466
Rv0973c,,-2.245910038,-2.383564892,-2.115651895,-2.453360574,
Rv0974c,,-1.935118393,-3.047260071,-1.426611219,-1.800931873,-1.094254663
Rv0975c,,-1.994621961,-3.494023523,,,-1.628032796
Rv0976c,,-2.274627948,-3.685327237,,,
Rv0977,,,,1.630532289,2.611063368,2.280186733
Rv0978c,,,,,2.496216679,4.018499685
Rv0979A,,,,2.110073306,2.215783735,
Rv0979c,,,,,,
Rv0980c,,,,,,2.25702799
Rv0981,,-1.862261517,-3.101907381,,-1.425160001,-2.206462273
Rv0982,-1.0764421,-1.671463439,-2.359782112,-1.63133172,-1.924535914,-1.414912359
Rv0983,,,-1.019134195,,-1.355579961,
Rv0984,,,,,-1.947669003,
Rv0985c,,,,1.514490262,,
Rv0986,,,,,,
Rv0987,,,,-1.520600196,-2.749582575,-1.306909881
Rv0988,-1.354251876,,,-1.745075972,-2.808382087,-1.923119509
Rv0989c,,-1.322612437,,,,
Rv0990c,,,1.853832364,3.323877054,2.489103673,
Rv0991c,,-1.205333535,,1.902810184,,-1.023661828
Rv0992c,,-1.171754257,,,,
Rv0993,,-1.487833279,-1.792208736,-1.084793642,-1.901435461,-1.796451595
Rv0994,,-1.705573776,-1.799594898,-1.264526686,-2.444489813,-1.618933714
Rv0995,,-1.566244549,-1.851403799,-1.030126372,-1.953839929,-1.729780408
Rv0996,,-1.056835948,,,-1.134326712,-1.611960094
Rv0997,,-1.379589314,,,-1.442150074,
Rv0998,,,,,,
Rv0999,,-1.418888971,-1.219612339,,-1.357423303,
Rv1000c,,,,,-1.126573204,
Rv1001,,,,,,
Rv1002c,,-1.498310676,-1.57053642,-1.414754644,-1.818057039,-1.868845259
Rv1003,,,,,,1.442263394
Rv1004c,,,,,,
Rv1005c,,,,,,
Rv1006,,,,,-1.268922581,-1.327454023
Rv1007c,,-1.225957489,-1.113862271,-1.705549315,-2.085262978,-1.511208961
Rv1008,,,,,,
Rv1009,,,,1.408079343,1.082872277,
Rv1010,,,-1.232275788,,,
Rv1011,,-1.019129795,-1.179777715,,,
Rv1012,,,,,,1.487596487
Rv1013,,,,1.450431095,,-1.497625139
Rv1014c,2.991743945,,2.440430098,4.297530261,4.011997573,2.927736954
Rv1015c,2.019894683,,1.193691554,3.67938435,2.996455652,1.657057064
Rv1016c,,,,,,
Rv1017c,,-1.139696443,,,,-1.170674232
Rv1018c,,-1.669169101,-1.423689295,,-1.508040765,-1.526452853
